expression,reading,meaning,tags,JLPT Level
担架,たんか,"stretcher, litter",JLPT_1 JLPT,1
短気,たんき,quick temper,JLPT_1 JLPT,1
団結,だんけつ,"unity, union, solidarity",JLPT_1 JLPT,1
探検,たんけん,"exploration, expedition",JLPT_1 JLPT,1
断言,だんげん,"assertion, declaration, affirmation",JLPT_1 JLPT,1
短縮,たんしゅく,"shortening, abbreviation, reduction",JLPT_1 JLPT,1
断然,だんぜん,"firmly, absolutely, definitely",JLPT_1 JLPT,1
炭素,たんそ,carbon (C),JLPT_1 JLPT,1
短大,たんだい,junior college,JLPT_1 JLPT,1
単調,たんちょう,"monotony, monotone, dullness",JLPT_1 JLPT,1
単独,たんどく,"sole, single",JLPT_1 JLPT,1
旦那,だんな,"master (of house), husband (informal)",JLPT_1 JLPT,1
短波,たんぱ,short wave,JLPT_1 JLPT,1
蛋白質,たんぱくしつ,protein,JLPT_1 JLPT,1
ダンプ,ダンプ,dump truck,JLPT_1 JLPT,1
断面,だんめん,cross section,JLPT_1 JLPT,1
弾力,だんりょく,"elasticity, flexibility",JLPT_1 JLPT,1
治安,ちあん,"public order, security",JLPT_1 JLPT,1
チームワーク,チームワーク,teamwork,JLPT_1 JLPT,1
チェンジ,チェンジ,change,JLPT_1 JLPT,1
違える,ちがえる,to change,JLPT_1 JLPT,1
畜産,ちくさん,animal husbandry,JLPT_1 JLPT,1
畜生,ちくしょう,"beast, brute, damn",JLPT_1 JLPT,1
蓄積,ちくせき,"accumulation, accumulate, store",JLPT_1 JLPT,1
地形,ちけい,"landform, geographical features, topography",JLPT_1 JLPT,1
知性,ちせい,intelligence,JLPT_1 JLPT,1
乳,ちち,"milk, breast, loop",JLPT_1 JLPT,1
縮まる,ちぢまる,"to be shortened, to be contracted, to shrink",JLPT_1 JLPT,1
秩序,ちつじょ,"order, regularity",JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,1
窒息,ちっそく,suffocation,JLPT_1 JLPT,1
知的,ちてき,intellectual,JLPT_1 JLPT,1
着手,ちゃくしゅ,"embarkation, launch",JLPT_1 JLPT,1
着色,ちゃくしょく,"coloring, coloring",JLPT_1 JLPT,1
着席,ちゃくせき,"sit down, seat",JLPT_1 JLPT,1
着目,ちゃくもく,attention,JLPT_1 JLPT,1
着陸,ちゃくりく,"landing, touch down",JLPT_1 JLPT,1
着工,ちゃっこう,start of (construction) work,JLPT_1 JLPT,1
茶の間,ちゃのま,living room (Japanese style),JLPT_1 JLPT,1
茶の湯,ちゃのゆ,tea ceremony,JLPT_1 JLPT,1
ちやほや,ちやほや,"pamper, make a fuss of, spoil",JLPT_1 JLPT,1
チャンネル,チャンネル,a channel,JLPT_1 JLPT,1
宙返り,ちゅうがえり,"somersault, looping-the-loop",JLPT_1 JLPT,1
中継,ちゅうけい,"relay, hook-up",JLPT_1 JLPT,1
忠告,ちゅうこく,"advice, warning",JLPT_1 JLPT,1
中傷,ちゅうしょう,"slander, libel, defamation",JLPT_1 JLPT,1
中枢,ちゅうすう,"center, mainstay, nucleus",JLPT_1 JLPT,1
抽選,ちゅうせん,"lottery, raffle, drawing (of lots)",JLPT_1 JLPT,1
中断,ちゅうだん,"interruption, suspension, break",JLPT_1 JLPT,1
中毒,ちゅうどく,poisoning,JLPT_1 JLPT,1
中腹,ちゅうふく,"mountain side, halfway up",JLPT_1 JLPT,1
中立,ちゅうりつ,neutrality,JLPT_1 JLPT,1
中和,ちゅうわ,"neutralize, counteract",JLPT_1 JLPT,1
～著,～ちょ,written by ~,JLPT_1 JLPT,1
腸,ちょう,"bowels, intestines",JLPT_1 JLPT,1
蝶,ちょう,butterfly,JLPT_1 JLPT,1
超,ちょう,"super-, ultra-, hyper-",JLPT_1 JLPT,1
調印,ちょういん,"signature, sign, sealing",JLPT_1 JLPT,1
聴覚,ちょうかく,the sense of hearing,JLPT_1 JLPT,1
長官,ちょうかん,"chief, (government) secretary",JLPT_1 JLPT,1
聴講,ちょうこう,"lecture attendance, auditing",JLPT_1 JLPT,1
徴収,ちょうしゅう,"collection, levy",JLPT_1 JLPT,1
聴診器,ちょうしんき,stethoscope,JLPT_1 JLPT,1
調停,ちょうてい,"arbitration, conciliation, mediation",JLPT_1 JLPT,1
重複,ちょうふく,"duplication, repetition, overlapping, redundancy, restoration",JLPT_1 JLPT,1
長編,ちょうへん,"long (e.g., novel, film)",JLPT_1 JLPT,1
重宝,ちょうほう,"convenient, useful",JLPT_1 JLPT,1
調理,ちょうり,cooking,JLPT_1 JLPT,1
調和,ちょうわ,harmony,JLPT_1 JLPT,1
ちょくちょく,ちょくちょく,"often, frequently, now and then, occasionally",JLPT_1 JLPT,1
直面,ちょくめん,confrontation,JLPT_1 JLPT,1
著書,ちょしょ,"literary work, book",JLPT_1 JLPT,1
貯蓄,ちょちく,savings,JLPT_1 JLPT,1
直感,ちょっかん,"intuition, instinct",JLPT_1 JLPT,1
著名,ちょめい,"well-known, noted, celebrated",JLPT_1 JLPT,1
ちらっと,ちらっと,"at a glance, by accident",JLPT_1 JLPT,1
塵,ちり,"dust, dirt",JLPT_1 JLPT,1
塵取り,ちりとり,dustpan,JLPT_1 JLPT,1
賃金,ちんぎん,wages,JLPT_1 JLPT,1
沈殿,ちんでん,"precipitation, deposition, settlement",JLPT_1 JLPT,1
沈没,ちんぼつ,"sinking, foundering",JLPT_1 JLPT,1
沈黙,ちんもく,"silence, reticence",JLPT_1 JLPT,1
陳列,ちんれつ,"exhibition, display, show",JLPT_1 JLPT,1
追及,ついきゅう,"investigation, inquiry",JLPT_1 JLPT,1
追跡,ついせき,pursuit,JLPT_1 JLPT,1
追放,ついほう,"exile, banishment",JLPT_1 JLPT,1
費やす,ついやす,"to spend, to devote, to waste",JLPT_1 JLPT,1
墜落,ついらく,"falling, crashing",JLPT_1 JLPT,1
痛感,つうかん,"feeling keenly, fully realizing",JLPT_1 JLPT,1
通常,つうじょう,"common, normal, usual",JLPT_1 JLPT,1
痛切,つうせつ,"keen, deep",JLPT_1 JLPT,1
杖,つえ,cane,JLPT_1 JLPT,1
使い道,つかいみち,use,JLPT_1 JLPT,1
仕える,つかえる,"to serve, to work for",JLPT_1 JLPT,1
司る,つかさどる,"to rule, to govern, to administer",JLPT_1 JLPT,1
つかの間,つかのま,"moment, brief time,",JLPT_1 JLPT,1
月並,つきなみ,"conventional, trite, common",JLPT_1 JLPT,1
継目,つぎめ,"joint, seam",JLPT_1 JLPT,1
尽きる,つきる,"to be used up, to be run out",JLPT_1 JLPT,1
尽くす,つくす,"to exhaust, to run out; to devote, to serve",JLPT_1 JLPT,1
つくづく,つくづく,"completely, really",JLPT_1 JLPT,1
作り,つくり,"make up, structure, physique",JLPT_1 JLPT,1
造り,つくり,"make up, structure, physique",JLPT_1 JLPT,1
繕う,つくろう,"to mend, to repair",JLPT_1 JLPT,1
付け加える,つけくわえる,to add one thing to another,JLPT_1 JLPT,1
告げる,つげる,to inform,JLPT_1 JLPT,1
つじつま (はなしの～),つじつま (はなしの～),"coherence, consistency",JLPT_1 JLPT,1
筒,つつ,"pipe, tube",JLPT_1 JLPT,1
突く,つつく,"to thrust, to strike, to attack; to poke, to nudge, to pick at",JLPT_1 JLPT,1
突っ突く,つっつく,to prompt someone,JLPT_1 JLPT,1
謹む,つつしむ,"to be careful, to be chaste or discreet",JLPT_1 JLPT,1
突っ張る,つっぱる,"to support, to become stiff; to thrust (ones opponent), to stick to (ones opinion), to insist on",JLPT_1 JLPT,1
務まる,つとまる,"be equal, be fit",JLPT_1 JLPT,1
勤め先,つとめさき,place of work,JLPT_1 JLPT,1
努めて,つとめて,"make an effort!, work hard!",JLPT_1 JLPT,1
津波,つなみ,"tsunami, tidal wave",JLPT_1 JLPT,1
つねる,つねる,to pinch,JLPT_1 JLPT,1
角,つの,horn,JLPT_1 JLPT,1
募る,つのる,"to invite, to solicit help, participation, etc",JLPT_1 JLPT,1
唾,つば,"saliva, spit, sputum",JLPT_1 JLPT,1
呟く,つぶやく,"to mutter, to murmur",JLPT_1 JLPT,1
つぶら,つぶら,"round, rotund",JLPT_1 JLPT,1
つぶる (めを～),つぶる (めを～),to close the eyes,JLPT_1 JLPT,1
壷,つぼ,"jar, pot, vase",JLPT_1 JLPT,1
蕾,つぼみ,"bud, flower bud",JLPT_1 JLPT,1
連なる,つらなる,"to extend, to stretch out, to stand in a row",JLPT_1 JLPT,1
貫く,つらぬく,to go through,JLPT_1 JLPT,1
連ねる,つらねる,"to link, to join, to put together",JLPT_1 JLPT,1
釣り鐘,つりがね,temple bell (for striking),JLPT_1 JLPT,1
吊り革,つりかわ,strap,JLPT_1 JLPT,1
手当,てあて,"allowance, compensation; treatment",JLPT_1 JLPT,1
定義,ていぎ,definition,JLPT_1 JLPT,1
提供,ていきょう,"offer, program sponsoring",JLPT_1 JLPT,1
提携,ていけい,"cooperation, tie-up, joint business",JLPT_1 JLPT,1
体裁,ていさい,"decency, style, form, appearance",JLPT_1 JLPT,1
提示,ていじ,"presentation, exhibit, suggest, citation",JLPT_1 JLPT,1
ティシュペーパー,ティシュペーパー,tissue,JLPT_1 JLPT,1
定食,ていしょく,"fixed-price lunch, set meal, dinner",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,1
訂正,ていせい,"correction, revision",JLPT_1 JLPT,1
停滞,ていたい,"stagnation, tie-up, congestion, retention",JLPT_1 JLPT,1
邸宅,ていたく,"mansion, residence",JLPT_1 JLPT,1
定年,ていねん,retirement age,JLPT_1 JLPT,1
堤防,ていぼう,"bank, weir",JLPT_1 JLPT,1
手遅れ,ておくれ,being (too); belated treatment,JLPT_1 JLPT,1
でかい,でかい,huge,JLPT_1 JLPT,1
手掛かり,てがかり,"hint, clue, key",JLPT_1 JLPT,1
手掛ける,てがける,"to handle, to manage, to work with",JLPT_1 JLPT,1
手数,てかず,"trouble, labor, handling",JLPT_1 JLPT,1
手軽,てがる,"easy, simple, cheap",JLPT_1 JLPT,1
適応,てきおう,"adaptation, accommodation, conformity",JLPT_1 JLPT,1
適宜,てきぎ,suitability,JLPT_1 JLPT,1
適性,てきせい,aptitude,JLPT_1 JLPT,1
できもの,できもの,"boil, rash",JLPT_1 JLPT,1
手際,てぎわ,"performance, skill, tact",JLPT_1 JLPT,1
出くわす,でくわす,"to happen to meet, to come across",JLPT_1 JLPT,1
手順,てじゅん,"process, procedure, protocol",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,1
手錠,てじょう,"handcuffs, manacles",JLPT_1 JLPT,1
手数,てすう,"trouble, labor, handling",JLPT_1 JLPT,1
デコレーション,デコレーション,decoration,JLPT_1 JLPT,1
手近,てぢか,"near, handy, familiar",JLPT_1 JLPT,1
てっきり,てっきり,"surely, certainly, beyond doubt",JLPT_1 JLPT,1
鉄鋼,てっこう,iron and steel,JLPT_1 JLPT,1
デッサン,デッサン,rough sketch (FRE: dessin),JLPT_1 JLPT,1
徹する,てっする,"to devote oneself, to believe in",JLPT_1 JLPT,1
てっぺん,てっぺん,"top, summit, apex",JLPT_1 JLPT,1
鉄棒,てつぼう,"iron rod, crowbar, horizontal bar (gymnastics)",JLPT_1 JLPT,1
出直し,でなおし,"adjustment, touch up",JLPT_1 JLPT,1
掌,てのひら,the palm,JLPT_1 JLPT,1
手配,てはい,"arrangement, search (by police)",JLPT_1 JLPT,1
手筈,てはず,"arrangement, plan, program",JLPT_1 JLPT,1
手引,てびき,"guidance, guide, introduction",JLPT_1 JLPT,1
手本,てほん,"model, pattern",JLPT_1 JLPT,1
手回し,てまわし,"preparations, arrangements",JLPT_1 JLPT,1
手元,てもと,"(money) on hand or at home, one's purse; usual skill",JLPT_1 JLPT,1
デモンストレーション,デモンストレーション,demonstration,JLPT_1 JLPT,1
照り返す,てりかえす,"to reflect, to throw back light",JLPT_1 JLPT,1
テレックス,テレックス,"telex, teletypewriter exchange",JLPT_1 JLPT,1
手分け,てわけ,division of labor,JLPT_1 JLPT,1
天,てん,"heaven, sky",JLPT_1 JLPT,1
田園,でんえん,"country, rural districts",JLPT_1 JLPT,1
天下,てんか,"the world, whole country",JLPT_1 JLPT,1
転回,てんかい,"revolution, rotation",JLPT_1 JLPT,1
連休,れんきゅう,consecutive holidays,JLPT_1 JLPT,1
レンジ,レンジ,"range, stove",JLPT_1 JLPT,1
連日,れんじつ,every day,JLPT_1 JLPT,1
連帯,れんたい,solidarity,JLPT_1 JLPT,1
レンタカー,レンタカー,rented car,JLPT_1 JLPT,1
連中,れんちゅう,"colleagues, company, a lot",JLPT_1 JLPT,1
レントゲン,レントゲン,X-ray (lit: Roentgen),JLPT_1 JLPT,1
連邦,れんぽう,"commonwealth, federation of states",JLPT_1 JLPT,1
連盟,れんめい,"league, union, alliance",JLPT_1 JLPT,1
老衰,ろうすい,"senility, senile decay",JLPT_1 JLPT,1
朗読,ろうどく,"reading aloud, recitation",JLPT_1 JLPT,1
浪費,ろうひ,"waste, extravagance",JLPT_1 JLPT,1
労力,ろうりょく,"labor, effort, trouble",JLPT_1 JLPT,1
ロープウエイ,ロープウエイ,"ropeway, aerial tram",JLPT_1 JLPT,1
ロープ,ロープ,rope,JLPT_1 JLPT,1
ろくな,ろくな,"satisfactory, decent",JLPT_1 JLPT,1
露骨,ろこつ,"blunt, outspoken; conspicuous; broad, suggestive",JLPT_1 JLPT,1
ロマンチック,ロマンチック,romantic,JLPT_1 JLPT,1
論議,ろんぎ,discussion,JLPT_1 JLPT,1
論理,ろんり,logic,JLPT_1 JLPT,1
惑星,わくせい,planet,JLPT_1 JLPT,1
技,わざ,"art, technique",JLPT_1 JLPT,1
わざわざ,わざわざ,"take the trouble (to do), doing something especially rather than incidentally",JLPT_1 JLPT Intermediate_Japanese_Ln.9 Intermediate_Japanese,1
煩わしい,わずらわしい,"burdensome, troublesome, complicated",JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,1
渡り鳥,わたりどり,"migratory bird, bird of passage",JLPT_1 JLPT,1
ワット,ワット,watt,JLPT_1 JLPT,1
詫び,わび,apology,JLPT_1 JLPT,1
和文,わぶん,"Japanese text, sentence in Japanese",JLPT_1 JLPT,1
藁,わら,straw,JLPT_1 JLPT,1
～割,～わり,~ percent,JLPT_1 JLPT,1
割当,わりあて,"allotment, allocation, quota",JLPT_1 JLPT,1
割込む,わりこむ,"to cut in, to disturb",JLPT_1 JLPT,1
悪者,わるもの,"bad fellow, rascal",JLPT_1 JLPT,1
我,われ,"me, oneself, self, ego",JLPT_1 JLPT,1
捗る,はかどる,"to make progress, to move right ahead (with the work), to advance",JLPT_1 JLPT,1
はかない,はかない,"short-lived, momentary, ephemeral",JLPT_1 JLPT,1
ばかばかしい,ばかばかしい,stupid,JLPT_1 JLPT,1
破棄,はき,"revocation, annulment, breaking (e.g., treaty)",JLPT_1 JLPT,1
剥ぐ,はぐ,"to tear off, to peel off, to rip off",JLPT_1 JLPT,1
迫害,はくがい,persecution,JLPT_1 JLPT,1
薄弱,はくじゃく,"feebleness, weakness, weak",JLPT_1 JLPT,1
白状,はくじょう,confession,JLPT_1 JLPT,1
漠然,ばくぜん,"obscure, vague, equivocal",JLPT_1 JLPT,1
爆弾,ばくだん,bomb,JLPT_1 JLPT,1
爆破,ばくは,"blast, explosion, blow up",JLPT_1 JLPT,1
暴露,ばくろ,"disclosure, exposure, revelation",JLPT_1 JLPT,1
励ます,はげます,"to encourage, to cheer, to raise (the voice)",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,1
励む,はげむ,"to be zealous, to make an effort",JLPT_1 JLPT,1
剥げる,はげる,"to come off, to be worn off, to fade, to discolor",JLPT_1 JLPT,1
化ける,ばける,"to disguise, to take the form of",JLPT_1 JLPT,1
派遣,はけん,"dispatch, send",JLPT_1 JLPT,1
恥,はじ,"shame, embarrassment",JLPT_1 JLPT,1
弾く,はじく,"to play (piano, guitar)",JLPT_1 JLPT,1
パジャマ,パジャマ,pajamas,JLPT_1 JLPT,1
恥じらう,はじらう,"to feel shy, to be bashful, to blush",JLPT_1 JLPT,1
恥じる,はじる,to feel ashamed,JLPT_1 JLPT,1
橋渡し,はしわたし,"bridge building', mediation",JLPT_1 JLPT,1
弾む,はずむ,"to bounce, to be encouraged, to splurge on",JLPT_1 JLPT,1
破損,はそん,damage,JLPT_1 JLPT,1
叩く,はたく,"to strike, to clap, to dust, to beat",JLPT_1 JLPT,1
裸足,はだし,barefoot,JLPT_1 JLPT,1
果たす,はたす,"to accomplish, to fulfill, to carry out, to achieve",JLPT_1 JLPT,1
蜂蜜,はちみつ,honey,JLPT_1 JLPT,1
パチンコ,パチンコ,pachinko (Japanese pinball),JLPT_1 JLPT,1
罰,ばつ,"punishment, penalty",JLPT_1 JLPT,1
発育,はついく,"(physical) growth, development",JLPT_1 JLPT,1
発芽,はつが,germination,JLPT_1 JLPT,1
発掘,はっくつ,"excavation, exhumation; discovery (e.g., new talent)",JLPT_1 JLPT,1
発言,はつげん,"utterance, speech, proposal",JLPT_1 JLPT,1
バッジ,バッジ,badge,JLPT_1 JLPT,1
発生,はっせい,"outbreak, spring forth, occurrence",JLPT_1 JLPT,1
仕立てる,したてる,"to tailor, to make, to prepare",JLPT_1 JLPT,1
下取り,したどり,"trade in, part exchange",JLPT_1 JLPT,1
下火,したび,"burning low, waning, declining",JLPT_1 JLPT,1
実,じつ,"fruit, good result",JLPT_1 JLPT,1
実家,じっか,(one's parents') home,JLPT_1 JLPT,1
失格,しっかく,"disqualification, elimination, incapacity (legal)",JLPT_1 JLPT,1
質疑,しつぎ,question,JLPT_1 JLPT,1
失脚,しっきゃく,"losing one's standing, being overthrown, falling",JLPT_1 JLPT,1
実業家,じつぎょうか,"industrialist, businessman",JLPT_1 JLPT,1
シック,シック,chic,JLPT_1 JLPT,1
じっくり,じっくり,"deliberately, carefully",JLPT_1 JLPT,1
躾,しつけ,"discipline, training",JLPT_1 JLPT,1
躾ける,しつける,"to discipline, to teach manners",JLPT_1 JLPT,1
実践,じっせん,"practice, put into practice",JLPT_1 JLPT,1
質素,しっそ,"simplicity, modesty, frugality",JLPT_1 JLPT,1
実態,じったい,"truth, fact",JLPT_1 JLPT,1
失調,しっちょう,"lack of harmony, imbalance",JLPT_1 JLPT,1
嫉妬,しっと,jealousy,JLPT_1 JLPT,1
実費,じっぴ,"actual expense, cost price",JLPT_1 JLPT,1
指摘,してき,"pointing out, identification",JLPT_1 JLPT,1
自転,じてん,"rotation, spin",JLPT_1 JLPT,1
助動詞,じょどうし,auxiliary verb,JLPT_1 JLPT,1
淑やか,しとやか,graceful,JLPT_1 JLPT,1
萎びる,しなびる,"to shrivel, to fade",JLPT_1 JLPT,1
シナリオ,シナリオ,scenario,JLPT_1 JLPT,1
しなやか,しなやか,"supple, flexible, elastic",JLPT_1 JLPT,1
屎尿,しにょう,human waste,JLPT_1 JLPT,1
地主,じぬし,landlord,JLPT_1 JLPT,1
凌ぐ,しのぐ,"to outdo, to surpass; to endure",JLPT_1 JLPT,1
芝,しば,lawn,JLPT_1 JLPT,1
始発,しはつ,first train,JLPT_1 JLPT,1
耳鼻科,じびか,otolaryngology,JLPT_1 JLPT,1
私物,しぶつ,"private property, personal effects",JLPT_1 JLPT,1
しぶとい,しぶとい,"tenacious, stubborn",JLPT_1 JLPT,1
司法,しほう,administration of justice,JLPT_1 JLPT,1
始末,しまつ,disposal; cleaning up afterwards,JLPT_1 JLPT,1
染みる,しみる,to soak; pierce,JLPT_1 JLPT,1
使命,しめい,"mission, errand, message",JLPT_1 JLPT,1
地元,じもと,local,JLPT_1 JLPT,1
視野,しや,"field of vision, outlook",JLPT_1 JLPT,1
弱,じゃく,"delicate, supple",JLPT_1 JLPT,1
社交,しゃこう,social life,JLPT_1 JLPT,1
ジャズ,ジャズ,jazz,JLPT_1 JLPT,1
謝絶,しゃぜつ,refusal,JLPT_1 JLPT,1
社宅,しゃたく,company owned house,JLPT_1 JLPT,1
若干,じゃっかん,"some, few, number of",JLPT_1 JLPT,1
三味線,しゃみせん,three-stringed Japanese guitar,JLPT_1 JLPT,1
斜面,しゃめん,"slope, slanting surface, bevel",JLPT_1 JLPT,1
砂利,じゃり,"gravel, ballast, pebbles",JLPT_1 JLPT,1
洒落る,しゃれる,"to joke, to play on words; stylish",JLPT_1 JLPT,1
ジャンパー,ジャンパー,"jacket, jumper",JLPT_1 JLPT,1
ジャンプ,ジャンプ,jump,JLPT_1 JLPT,1
ジャンボ,ジャンボ,jumbo,JLPT_1 JLPT,1
ジャンル,ジャンル,genre,JLPT_1 JLPT,1
主,しゅ,"owner, master, god",JLPT_1 JLPT,1
種,しゅ,seed; variety,JLPT_1 JLPT,1
私有,しゆう,private ownership,JLPT_1 JLPT,1
～宗,～しゅう,sect,JLPT_1 JLPT,1
収益,しゅうえき,"earnings, proceeds, returns",JLPT_1 JLPT,1
修学,しゅうがく,learning,JLPT_1 JLPT,1
周期,しゅうき,"cycle, period",JLPT_1 JLPT,1
衆議院,しゅうぎいん,"Lower House, House of Representatives",JLPT_1 JLPT,1
就業,しゅうぎょう,"employment, starting work",JLPT_1 JLPT,1
従業員,じゅうぎょういん,"employee, worker",JLPT_1 JLPT,1
集計,しゅうけい,"totalization, aggregate",JLPT_1 JLPT,1
襲撃,しゅうげき,"attack, charge, raid",JLPT_1 JLPT,1
収支,しゅうし,income and expenditure,JLPT_1 JLPT,1
終始,しゅうし,from beginning to end; consistent(ly),JLPT_1 JLPT,1
修士,しゅうし,Masters degree program,JLPT_1 JLPT,1
従事,じゅうじ,"engaging, pursuing, following",JLPT_1 JLPT,1
終日,しゅうじつ,all day,JLPT_1 JLPT,1
充実,じゅうじつ,"fullness, perfection",JLPT_1 JLPT,1
収集,しゅうしゅう,"gathering up, collection",JLPT_1 JLPT,1
十字路,じゅうじろ,crossroads,JLPT_1 JLPT,1
執着,しゅうじゃく,"attachment, adhesion, tenacity",JLPT_1 JLPT,1
執着,しゅうちゃく,"attachment, adhesion, tenacity",JLPT_1 JLPT,1
柔軟,じゅうなん,flexible,JLPT_1 JLPT,1
重複,じゅうふく,"duplication, repetition, overlapping",JLPT_1 JLPT,1
収容,しゅうよう,accommodation; seating; custody,JLPT_1 JLPT,1
従来,じゅうらい,"up to now, so far, traditional",JLPT_1 JLPT,1
守衛,しゅえい,"security guard, doorkeeper",JLPT_1 JLPT,1
主演,しゅえん,"starring, playing the leading part",JLPT_1 JLPT,1
主観,しゅかん,"subjectivity, subject, ego",JLPT_1 JLPT,1
修行,しゅぎょう,"pursuit of knowledge, training, ascetic practice",JLPT_1 JLPT,1
塾,じゅく,after-school (cram) school,JLPT Intermediate_Japanese JLPT_1 Intermediate_Japanese_Ln.5 Genki_Ln.22 Genki,1
祝賀,しゅくが,"celebration, congratulations",JLPT_1 JLPT,1
宿命,しゅくめい,"fate, destiny, predestination",JLPT_1 JLPT,1
手芸,しゅげい,handicrafts,JLPT_1 JLPT,1
主権,しゅけん,sovereignty,JLPT_1 JLPT,1
主催,しゅさい,"organization, sponsorship, to host",JLPT_1 JLPT,1
取材,しゅざい,"coverage, collecting data",JLPT_1 JLPT,1
趣旨,しゅし,"object, meaning",JLPT_1 JLPT,1
種々,しゅじゅ,variety,JLPT_1 JLPT,1
主食,しゅしょく,staple food,JLPT_1 JLPT,1
主人公,しゅじんこう,protagonist,JLPT_1 JLPT,1
主体,しゅたい,"subject, main constituent",JLPT_1 JLPT,1
主題,しゅだい,"subject, theme, motif",JLPT_1 JLPT,1
出演,しゅつえん,"leading performer, stage appearance",JLPT_1 JLPT,1
出血,しゅっけつ,bleeding,JLPT_1 JLPT,1
出現,しゅつげん,"appearance, arrival",JLPT_1 JLPT,1
出産,しゅっさん,childbirth,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,1
出社,しゅっしゃ,come to work,JLPT_1 JLPT,1
出生,しゅっしょう,birth,JLPT_1 JLPT,1
出生,しゅっせい,birth,JLPT_1 JLPT,1
微量,びりょう,"minuscule amount, extremely small quantity",JLPT_1 JLPT,1
昼飯,ひるめし,lunch (mid-day meal),JLPT_1 JLPT,1
比例,ひれい,proportion,JLPT_1 JLPT,1
疲労,ひろう,"fatigue, weariness",JLPT_1 JLPT,1
敏感,びんかん,"sensibility, susceptibility, sensitive (to)",JLPT_1 JLPT,1
貧困,ひんこん,"poverty, lack",JLPT_1 JLPT,1
品質,ひんしつ,quality,JLPT_1 JLPT,1
貧弱,ひんじゃく,"poor, meager, insubstantial",JLPT_1 JLPT,1
品種,ひんしゅ,"breed, type, variety",JLPT_1 JLPT,1
ヒント,ヒント,hint,JLPT_1 JLPT,1
頻繁,ひんぱん,frequency,JLPT_1 JLPT,1
貧乏,びんぼう,"poverty, destitute, poor",JLPT_1 JLPT,1
ファイト,ファイト,fight,JLPT_1 JLPT,1
ファイル,ファイル,file; portfolio,JLPT_1 Genki_Ln.16 JLPT Genki,1
ファン,ファン,fan,JLPT_1 JLPT,1
不意,ふい,"sudden, abrupt, unexpected",JLPT_1 JLPT,1
フィルタ,フィルタ,filter,JLPT_1 JLPT,1
封,ふう,seal,JLPT_1 JLPT,1
封鎖,ふうさ,"blockade, freezing (funds)",JLPT_1 JLPT,1
風車,ふうしゃ,windmill,JLPT_1 JLPT,1
風習,ふうしゅう,custom,JLPT_1 JLPT,1
風俗,ふうぞく,"manners, customs; sex industry",JLPT_1 JLPT,1
ブーツ,ブーツ,boots,JLPT_1 JLPT,1
風土,ふうど,"natural features, climate",JLPT_1 JLPT,1
ブーム,ブーム,boom,JLPT_1 JLPT,1
フォーム,フォーム,foam; form,JLPT_1 JLPT,1
部下,ぶか,one's subordinate,JLPT Intermediate_Japanese JLPT_1 Intermediate_Japanese_Ln.9 Genki_Ln.22 Genki,1
不可欠,ふかけつ,"indispensable, essential",JLPT_1 JLPT,1
ぶかぶか,ぶかぶか,"too big, baggy",JLPT_1 JLPT,1
不吉,ふきつ,"ominous, sinister, bad luck, ill omen",JLPT_1 JLPT,1
不況,ふきょう,"recession, depression, slump",JLPT_1 JLPT,1
布巾,ふきん,dish cloth,JLPT_1 JLPT,1
複合,ふくごう,"composite, complex",JLPT_1 JLPT,1
福祉,ふくし,"welfare, well-being",JLPT_1 JLPT,1
覆面,ふくめん,"mask, veil, disguise",JLPT_1 JLPT,1
膨れる,ふくれる,"to swell (out), to be inflated, to bulge",JLPT_1 JLPT,1
不景気,ふけいき,"business recession, hard times, depression",JLPT_1 JLPT,1
耽る,ふける,"to indulge in, to give oneself up to, to be absorbed in",JLPT_1 JLPT,1
老ける,ふける,to age,JLPT_1 JLPT,1
富豪,ふごう,"wealthy person, millionaire",JLPT_1 JLPT,1
布告,ふこく,"edict, ordinance, proclamation",JLPT_1 JLPT,1
ブザー,ブザー,buzzer,JLPT_1 JLPT,1
負債,ふさい,"debt, liabilities",JLPT_1 JLPT,1
不在,ふざい,absence,JLPT_1 JLPT,1
ふさわしい,ふさわしい,appropriate,JLPT_1 JLPT,1
不順,ふじゅん,"irregularity, unseasonableness",JLPT_1 JLPT,1
負傷,ふしょう,"injury, wound",JLPT_1 JLPT,1
侮辱,ぶじょく,"insult, contempt, slight",JLPT_1 JLPT,1
不審,ふしん,"suspicious, doubt, infidelity",JLPT_1 JLPT,1
不振,ふしん,"dullness, slump, stagnation",JLPT_1 JLPT,1
武装,ぶそう,"arms, armament, armed",JLPT_1 JLPT,1
札,ふだ,"token, label; ticket, card; charm, talisman",JLPT_1 JLPT,1
負担,ふたん,burden; load,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,1
不調,ふちょう,"bad condition, disorder, slump",JLPT_1 JLPT,1
復活,ふっかつ,"revival (e.g., musical), restoration",JLPT_1 JLPT,1
